ville;année;sexe;categorie;deces_categorie;deces_ville;pourcentage_ville
-1;7;M;11;16821;281928;0,0596642
-1;8;T;0;6596;525079;0,0125619
-1;8;T;1;936;525079;0,00178259
-1;8;T;2;138713;525079;0,264175
-1;8;T;3;15195;525079;0,0289385
-1;8;T;4;11711;525079;0,0223033
-1;8;T;5;9480;525079;0,0180544
-1;8;T;6;246815;525079;0,470053
-1;8;T;7;11980;525079;0,0228156
-1;8;T;8;3346;525079;0,00637237
-1;8;T;9;9512;525079;0,0181154
-1;8;T;10;23904;525079;0,0455246
-1;8;T;11;32886;525079;0,0626306
-1;8;F;0;3315;251258;0,0131936
-1;8;F;1;117;251258;0,000465657
-1;8;F;2;54697;251258;0,217693
-1;8;F;3;9184;251258;0,0365521
-1;8;F;4;6636;251258;0,0264111
-1;8;F;5;4746;251258;0,0188890
-1;8;F;6;127253;251258;0,506463
-1;8;F;7;6723;251258;0,0267574
-1;8;F;8;1479;251258;0,00588638
-1;8;F;9;2569;251258;0,0102246
-1;8;F;10;12159;251258;0,0483925
-1;8;F;11;16574;251258;0,0659641
-1;8;M;0;3281;273821;0,0119823
-1;8;M;1;819;273821;0,00299101
-1;8;M;2;84016;273821;0,306828
-1;8;M;3;6011;273821;0,0219523
-1;8;M;4;5075;273821;0,0185340
-1;8;M;5;4734;273821;0,0172887
-1;8;M;6;119562;273821;0,436643
-1;8;M;7;5257;273821;0,0191987
-1;8;M;8;1867;273821;0,00681832
-1;8;M;9;6943;273821;0,0253560
-1;8;M;10;11745;273821;0,0428930
-1;8;M;11;16312;273821;0,0595718
-1;9;T;0;6561;521980;0,0125694
-1;9;T;1;1361;521980;0,00260738
-1;9;T;2;140253;521980;0,268694
-1;9;T;3;14984;521980;0,0287061
-1;9;T;4;12555;521980;0,0240526
-1;9;T;5;10339;521980;0,0198073
-1;9;T;6;242370;521980;0,464328
-1;9;T;7;11655;521980;0,0223284
-1;9;T;8;3372;521980;0,00646002
-1;9;T;9;10311;521980;0,0197536
-1;9;T;10;24148;521980;0,0462623
-1;9;T;11;31033;521980;0,0594525
-1;9;F;0;3343;251186;0,0133089
-1;9;F;1;195;251186;0,000776317
-1;9;F;2;55354;251186;0,220371
-1;9;F;3;9011;251186;0,0358738
-1;9;F;4;7190;251186;0,0286242
-1;9;F;5;5256;251186;0,0209247
-1;9;F;6;126438;251186;0,503364
-1;9;F;7;6622;251186;0,0263629
-1;9;F;8;1491;251186;0,00593584
-1;9;F;9;2798;251186;0,0111392
-1;9;F;10;12290;251186;0,0489279
-1;9;F;11;15682;251186;0,0624318
-1;9;M;0;3218;270794;0,0118836
-1;9;M;1;1166;270794;0,00430586
-1;9;M;2;84899;270794;0,313519
-1;9;M;3;5973;270794;0,0220574
-1;9;M;4;5365;270794;0,0198121
-1;9;M;5;5083;270794;0,0187707
-1;9;M;6;115932;270794;0,428119
-1;9;M;7;5033;270794;0,0185861
-1;9;M;8;1881;270794;0,00694624
-1;9;M;9;7513;270794;0,0277443
-1;9;M;10;11858;270794;0,0437897
-1;9;M;11;15351;270794;0,0566888
-1;10;T;0;6733;526492;0,0127884
-1;10;T;1;2032;526492;0,00385951
-1;10;T;2;141830;526492;0,269387
-1;10;T;3;15356;526492;0,0291666
-1;10;T;4;12613;526492;0,0239567
-1;10;T;5;11053;526492;0,0209937
-1;10;T;6;241262;526492;0,458244
-1;10;T;7;11891;526492;0,0225853
-1;10;T;8;3306;526492;0,00627930
-1;10;T;9;10323;526492;0,0196071
-1;10;T;10;24972;526492;0,0474309
-1;10;T;11;32330;526492;0,0614064
-1;10;F;0;3487;254064;0,0137249
-1;10;F;1;309;254064;0,00121623
-1;10;F;2;55955;254064;0,220240
-1;10;F;3;9280;254064;0,0365262
-1;10;F;4;7158;254064;0,0281740
-1;10;F;5;5756;254064;0,0226557
-1;10;F;6;126918;254064;0,499551
-1;10;F;7;6743;254064;0,0265406
-1;10;F;8;1497;254064;0,00589222
-1;10;F;9;2768;254064;0,0108949
-1;10;F;10;12615;254064;0,0496528
-1;10;F;11;16351;254064;0,0643578
-1;10;M;0;3246;272428;0,0119151
-1;10;M;1;1723;272428;0,00632461
-1;10;M;2;85875;272428;0,315221
-1;10;M;3;6076;272428;0,0223031
-1;10;M;4;5455;272428;0,0200236
-1;10;M;5;5297;272428;0,0194437
-1;10;M;6;114344;272428;0,419722
-1;10;M;7;5148;272428;0,0188967
-1;10;M;8;1809;272428;0,00664029
-1;10;M;9;7555;272428;0,0277321
-1;10;M;10;12357;272428;0,0453588
-1;10;M;11;15979;272428;0,0586540
-1;11;T;0;6860;523569;0,0131024
-1;11;T;1;2738;523569;0,00522949
-1;11;T;2;141296;523569;0,269871
-1;11;T;3;15859;523569;0,0302902
-1;11;T;4;12896;523569;0,0246309
-1;11;T;5;11272;523569;0,0215292
-1;11;T;6;238727;523569;0,455961
-1;11;T;7;11782;523569;0,0225032
-1;11;T;8;3252;523569;0,00621122
-1;11;T;9;10084;523569;0,0192601
-1;11;T;10;25591;523569;0,0488780
-1;11;T;11;31868;523569;0,0608669
-1;11;F;0;3467;252614;0,0137245
-1;11;F;1;402;252614;0,00159136
-1;11;F;2;55445;252614;0,219485
-1;11;F;3;9653;252614;0,0382125
-1;11;F;4;7421;252614;0,0293768
-1;11;F;5;5865;252614;0,0232172
-1;11;F;6;125728;252614;0,497708
-1;11;F;7;6744;252614;0,0266969
-1;11;F;8;1484;252614;0,00587458
-1;11;F;9;2677;252614;0,0105972
-1;11;F;10;12922;252614;0,0511531
-1;11;F;11;16214;252614;0,0641849
-1;11;M;0;3393;270955;0,0125224
-1;11;M;1;2336;270955;0,00862136
-1;11;M;2;85851;270955;0,316846
-1;11;M;3;6206;270955;0,0229042
-1;11;M;4;5475;270955;0,0202063
-1;11;M;5;5407;270955;0,0199553
-1;11;M;6;112999;270955;0,417040
-1;11;M;7;5038;270955;0,0185935
-1;11;M;8;1768;270955;0,00652507
-1;11;M;9;7407;270955;0,0273366
-1;11;M;10;12669;270955;0,0467568
-1;11;M;11;15654;270955;0,0577734
-1;12;T;0;6877;521998;0,0131744
-1;12;T;1;3515;521998;0,00673374
-1;12;T;2;142698;521998;0,273369
-1;12;T;3;15800;521998;0,0302683
-1;12;T;4;12531;521998;0,0240058
-1;12;T;5;11071;521998;0,0212089
-1;12;T;6;237350;521998;0,454695
-1;12;T;7;11979;521998;0,0229484
-1;12;T;8;3124;521998;0,00598470
-1;12;T;9;9549;521998;0,0182932
-1;12;T;10;24949;521998;0,0477952
-1;12;T;11;31237;521998;0,0598412
-1;12;F;0;3500;251144;0,0139362
-1;12;F;1;506;251144;0,00201478
-1;12;F;2;56042;251144;0,223147
-1;12;F;3;9622;251144;0,0383127
-1;12;F;4;7137;251144;0,0284180
-1;12;F;5;5795;251144;0,0230744
-1;12;F;6;124799;251144;0,496922
-1;12;F;7;6945;251144;0,0276535
-1;12;F;8;1449;251144;0,00576960
-1;12;F;9;2495;251144;0,00993454
-1;12;F;10;12622;251144;0,0502580
-1;12;F;11;15703;251144;0,0625259
-1;12;M;0;3377;270854;0,0124680
-1;12;M;1;3009;270854;0,0111093
-1;12;M;2;86656;270854;0,319936
-1;12;M;3;6178;270854;0,0228093
-1;12;M;4;5394;270854;0,0199148
-1;12;M;5;5276;270854;0,0194791
