Ville;Année;Libellé;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
-1;8;44;F;1324;;2;;;2;1;9;18;69;511;617;95
-1;8;44;T;1868;;2;;1;3;6;15;38;148;756;792;107
-1;8;45;M;167;;;;;;1;5;18;48;63;31;1
-1;8;45;F;593;;;1;;2;3;6;55;103;255;156;12
-1;8;45;T;760;;;1;;2;4;11;73;151;318;187;13
-1;8;46;M;655;;;2;4;5;16;24;84;150;250;113;7
-1;8;46;F;1230;;1;2;5;7;12;31;78;170;510;378;36
-1;8;46;T;1885;;1;4;9;12;28;55;162;320;760;491;43
-1;8;47;M;2726;4;2;5;9;11;29;69;185;428;1177;754;53
-1;8;47;F;2810;4;1;;3;13;22;35;122;277;1075;1092;166
-1;8;47;T;5536;8;3;5;12;24;51;104;307;705;2252;1846;219
-1;8;48;M;1165;2;;;1;2;1;4;44;155;535;395;26
-1;8;48;F;766;;;;;3;10;13;26;58;321;306;29
-1;8;48;T;1931;2;;;1;5;11;17;70;213;856;701;55
-1;8;49;M;0;;;;;;;;;;;;
-1;8;49;F;73;;;1;10;42;19;1;;;;;
-1;8;49;T;73;;;1;10;42;19;1;;;;;
-1;8;50;M;833;829;4;;;;;;;;;;
-1;8;50;F;507;505;1;1;;;;;;;;;
-1;8;50;T;1340;1334;5;1;;;;;;;;;
-1;8;51;M;133;84;13;8;8;9;3;2;2;2;;2;
-1;8;51;F;115;78;4;11;7;5;2;3;3;1;1;;
-1;8;51;T;248;162;17;19;15;14;5;5;5;3;1;2;
-1;8;52;M;586;377;43;28;23;24;20;20;24;14;10;2;1
-1;8;52;F;491;327;37;16;15;17;19;11;13;19;13;4;
-1;8;52;T;1077;704;80;44;38;41;39;31;37;33;23;6;1
-1;8;53;M;315;216;18;13;9;7;6;8;11;9;12;6;
-1;8;53;F;293;169;21;13;9;6;10;15;9;10;20;10;1
-1;8;53;T;608;385;39;26;18;13;16;23;20;19;32;16;1
-1;8;54;M;895;895;;;;;;;;;;;
-1;8;54;F;515;515;;;;;;;;;;;
-1;8;54;T;1410;1410;;;;;;;;;;;
-1;8;55;M;7304;534;57;34;353;640;767;850;1134;1018;1289;591;37
-1;8;55;F;5291;362;49;28;114;211;257;267;471;629;1525;1219;159
-1;8;55;T;12595;896;106;62;467;851;1024;1117;1605;1647;2814;1810;196
-1;8;56;M;7407;49;14;8;29;55;128;275;525;911;2683;2387;343
-1;8;56;F;12779;43;9;6;15;23;36;83;208;598;3415;6668;1675
-1;8;56;T;20186;92;23;14;44;78;164;358;733;1509;6098;9055;2018
-1;8;57;M;6943;18;54;250;2084;1338;936;659;633;459;419;90;3
-1;8;57;F;2569;13;58;131;536;350;262;228;302;284;309;86;10
-1;8;57;T;9512;31;112;381;2620;1688;1198;887;935;743;728;176;13
-1;8;58;M;3696;2;19;10;76;118;154;198;345;427;1183;1057;107
-1;8;58;F;7375;2;8;9;15;20;45;58;163;379;2429;3681;566
-1;8;58;T;11071;4;27;19;91;138;199;256;508;806;3612;4738;673
-1;8;59;M;306;3;6;6;34;43;38;34;39;39;50;14;
-1;8;59;F;211;3;8;4;19;14;10;11;24;28;47;41;2
-1;8;59;T;517;6;14;10;53;57;48;45;63;67;97;55;2
-1;8;60;M;6066;136;155;157;546;597;659;705;896;761;996;435;23
-1;8;60;F;3577;104;74;74;124;135;147;182;290;448;1071;842;86
-1;8;60;T;9643;240;229;231;670;732;806;887;1186;1209;2067;1277;109
-1;8;61;M;8542;;;40;672;1402;1519;1302;1238;947;1138;280;4
-1;8;61;F;3560;;;13;183;416;559;576;590;522;545;150;6
-1;8;61;T;12102;;;53;855;1818;2078;1878;1828;1469;1683;430;10
-1;8;62;M;363;5;14;17;44;79;82;59;34;16;10;3;
-1;8;62;F;235;4;7;20;26;56;32;28;19;17;16;10;
-1;8;62;T;598;9;21;37;70;135;114;87;53;33;26;13;
-1;8;63;M;1296;5;27;39;159;236;224;173;167;110;119;34;3
-1;8;63;F;623;8;18;10;54;62;89;72;85;84;82;57;2
-1;8;63;T;1919;13;45;49;213;298;313;245;252;194;201;91;5
-1;8;64;M;381;1;3;3;14;10;22;27;78;78;106;36;3
-1;8;64;F;373;1;1;1;6;6;8;12;40;63;134;86;15
-1;8;64;T;754;2;4;4;20;16;30;39;118;141;240;122;18
-1;9;0;M;829;;1;;3;6;36;59;145;182;279;111;7
-1;9;0;F;568;;1;;1;6;8;15;42;107;234;143;11
-1;9;0;T;1397;;2;;4;12;44;74;187;289;513;254;18
-1;9;1;M;18;3;3;2;4;;1;;1;3;1;;
-1;9;1;F;14;;4;2;4;;;1;;1;2;;
-1;9;1;T;32;3;7;4;8;;1;1;1;4;3;;
-1;9;2;M;1166;6;3;1;53;405;355;176;94;47;25;1;
-1;9;2;F;195;3;4;4;18;57;34;15;23;22;12;2;1
-1;9;2;T;1361;9;7;5;71;462;389;191;117;69;37;3;1
-1;9;3;M;80;;;;2;1;4;6;19;18;26;4;
-1;9;3;F;66;1;;;1;3;1;2;9;17;21;11;
-1;9;3;T;146;1;;;3;4;5;8;28;35;47;15;
-1;9;4;M;2291;68;12;22;24;33;59;94;264;412;860;417;26
-1;9;4;F;2695;39;25;13;15;23;33;47;147;310;1012;910;121
-1;9;4;T;4986;107;37;35;39;56;92;141;411;722;1872;1327;147
-1;9;5;M;5017;;;2;3;10;336;1027;1849;1017;643;128;2
-1;9;5;F;651;;;;1;6;39;74;160;113;154;89;15
-1;9;5;T;5668;;;2;4;16;375;1101;2009;1130;797;217;17
-1;9;6;M;4325;1;;;;8;158;715;1467;1062;752;162;
-1;9;6;F;626;;;;;1;18;47;112;125;198;120;5
-1;9;6;T;4951;1;;;;9;176;762;1579;1187;950;282;5
-1;9;7;M;4276;;;;1;14;87;254;768;1088;1561;492;11
-1;9;7;F;2996;;;;;12;40;104;249;521;1207;810;53
-1;9;7;T;7272;;;;1;26;127;358;1017;1609;2768;1302;64
-1;9;8;M;5546;;1;;6;15;85;275;957;1490;2039;655;23
-1;9;8;F;5624;2;;;6;15;62;210;633;1145;2119;1337;95
-1;9;8;T;11170;2;1;;12;30;147;485;1590;2635;4158;1992;118
-1;9;9;M;2319;;1;;4;7;36;119;419;634;823;269;7
-1;9;9;F;1859;;;;;5;35;100;242;348;685;415;29
-1;9;9;T;4178;;1;;4;12;71;219;661;982;1508;684;36
-1;9;10;M;3843;3;1;2;2;15;63;289;1100;1239;960;165;4
-1;9;10;F;1228;2;2;3;2;10;25;55;185;288;449;201;6
-1;9;10;T;5071;5;3;5;4;25;88;344;1285;1527;1409;366;10
-1;9;11;M;3188;1;;;;11;91;291;743;930;886;228;7
-1;9;11;F;2620;;;;;4;34;111;349;597;1048;450;27
-1;9;11;T;5808;1;;;;15;125;402;1092;1527;1934;678;34
-1;9;12;M;21376;2;;;6;64;723;2615;6563;5850;4742;794;17
-1;9;12;F;2921;;;;2;20;99;256;597;688;883;352;24
-1;9;12;T;24297;2;;;8;84;822;2871;7160;6538;5625;1146;41
-1;9;13;M;428;;;;4;22;51;79;101;74;73;23;1
-1;9;13;F;402;;;;3;24;28;51;75;71;96;47;7
-1;9;13;T;830;;;;7;46;79;130;176;145;169;70;8
-1;9;14;M;138;;;;1;3;4;8;31;34;45;10;2
-1;9;14;F;9949;1;;;;110;614;1249;2190;2078;2457;1156;94
-1;9;14;T;10087;1;;;1;113;618;1257;2221;2112;2502;1166;96
-1;9;15;M;0;;;;;;;;;;;;
-1;9;15;F;834;;;;1;34;94;120;162;191;171;60;1
-1;9;15;T;834;;;;1;34;94;120;162;191;171;60;1
-1;9;16;M;0;;;;;;;;;;;;
-1;9;16;F;2437;;;;;23;65;162;442;612;752;359;22
-1;9;16;T;2437;;;;;23;65;162;442;612;752;359;22
-1;9;17;M;0;;;;;;;;;;;;
-1;9;17;F;3073;;;1;9;23;107;328;703;739;825;330;8
-1;9;17;T;3073;;;1;9;23;107;328;703;739;825;330;8
-1;9;18;M;8826;;;;;;11;70;685;1933;4281;1789;57
-1;9;18;F;0;;;;;;;;;;;;
-1;9;18;T;8826;;;;;;11;70;685;1933;4281;1789;57
-1;9;19;M;1698;1;1;;2;10;45;169;424;483;449;111;3
-1;9;19;F;961;;3;4;2;6;20;52;168;200;358;140;8
-1;9;19;T;2659;1;4;4;4;16;65;221;592;683;807;251;11
-1;9;20;M;3095;;;;1;4;26;157;558;814;1116;404;15
-1;9;20;F;997;;;;;2;6;17;68;164;441;281;18
-1;9;20;T;4092;;;;1;6;32;174;626;978;1557;685;33
-1;9;21;M;4993;4;20;74;121;147;236;367;808;1132;1553;512;19
-1;9;21;F;4683;8;20;39;72;113;154;232;565;935;1715;786;44
-1;9;21;T;9676;12;40;113;193;260;390;599;1373;2067;3268;1298;63
-1;9;22;M;13835;5;36;53;133;187;554;1424;3311;3420;3549;1117;46
-1;9;22;F;11610;2;31;35;69;113;306;587;1600;2367;4091;2226;183
-1;9;22;T;25445;7;67;88;202;300;860;2011;4911;5787;7640;3343;229
-1;9;23;M;1996;6;12;32;35;38;97;144;359;462;612;190;9
-1;9;23;F;1883;7;9;19;18;39;57;97;223;315;660;404;35
-1;9;23;T;3879;13;21;51;53;77;154;241;582;777;1272;594;44
-1;9;24;M;1177;16;13;13;18;10;16;45;109;227;439;261;10
-1;9;24;F;1327;7;11;5;4;13;15;33;74;140;487;478;60
-1;9;24;T;2504;23;24;18;22;23;31;78;183;367;926;739;70
-1;9;25;M;2603;;;1;2;16;59;116;376;586;1059;373;15
-1;9;25;F;4003;2;1;3;4;10;30;56;258;685;1789;1087;78
-1;9;25;T;6606;2;1;4;6;26;89;172;634;1271;2848;1460;93
-1;9;26;M;2193;39;12;15;32;20;56;91;235;289;725;628;51
-1;9;26;F;3681;27;9;25;22;12;28;57;118;244;1204;1653;282
-1;9;26;T;5874;66;21;40;54;32;84;148;353;533;1929;2281;333
-1;9;27;M;2362;;;;5;104;342;545;712;401;219;34;
-1;9;27;F;609;;;;2;24;86;108;174;106;87;22;
-1;9;27;T;2971;;;;7;128;428;653;886;507;306;56;
-1;9;28;M;167;;;;38;60;27;13;14;7;4;4;
-1;9;28;F;32;;;;8;9;4;3;3;2;2;1;
-1;9;28;T;199;;;;46;69;31;16;17;9;6;5;
-1;9;29;M;2836;;;;7;13;26;39;104;307;1395;898;47
-1;9;29;F;6549;1;;1;4;20;29;47;100;378;2593;3051;325
-1;9;29;T;9385;1;;1;11;33;55;86;204;685;3988;3949;372
-1;9;30;M;179;29;8;2;5;10;11;20;33;22;29;9;1
-1;9;30;F;131;27;3;3;3;;4;9;16;18;37;11;
-1;9;30;T;310;56;11;5;8;10;15;29;49;40;66;20;1
-1;9;31;M;4904;60;46;65;141;130;203;283;569;1006;1787;589;25
-1;9;31;F;5125;57;28;49;65;82;98;170;418;774;2105;1196;83
-1;9;31;T;10029;117;74;114;206;212;301;453;987;1780;3892;1785;108
-1;9;32;M;27885;;;1;13;139;779;1646;4617;6848;10288;3431;123
-1;9;32;F;23162;;1;2;8;24;83;216;1050;3188;10742;7298;550
-1;9;32;T;51047;;1;3;21;163;862;1862;5667;10036;21030;10729;673
-1;9;33;M;19484;38;15;20;47;115;343;675;1844;3166;7730;5110;381
-1;9;33;F;27555;30;15;15;25;47;98;185;704;2036;9621;12824;1955
-1;9;33;T;47039;68;30;35;72;162;441;860;2548;5202;17351;17934;2336
-1;9;34;M;21475;8;5;10;55;109;314;636;2075;3941;9353;4736;233
-1;9;34;F;30502;3;4;10;35;87;185;336;998;2769;12728;12146;1201
-1;9;34;T;51977;11;9;20;90;196;499;972;3073;6710;22081;16882;1434
-1;9;35;M;13841;6;1;8;25;80;251;570;1772;2849;5647;2486;146
-1;9;35;F;16883;5;4;5;26;53;115;270;737;1928;6617;6414;709
-1;9;35;T;30724;11;5;13;51;133;366;840;2509;4777;12264;8900;855
-1;9;36;M;369;2;6;1;4;8;7;14;26;54;133;102;12
-1;9;36;F;651;;2;2;4;7;5;11;11;52;185;304;68
-1;9;36;T;1020;2;8;3;8;15;12;25;37;106;318;406;80
-1;9;37;M;5392;26;6;16;22;45;87;150;373;670;2218;1645;134
-1;9;37;F;6018;17;5;11;14;26;44;43;110;325;2019;2909;495
-1;9;37;T;11410;43;11;27;36;71;131;193;483;995;4237;4554;629
-1;9;38;M;854;;;11;18;22;45;73;168;190;246;80;1
-1;9;38;F;1167;;1;9;22;27;54;66;134;203;403;227;21
-1;9;38;T;2021;;1;20;40;49;99;139;302;393;649;307;22
-1;9;39;M;7486;7;2;3;7;16;46;178;757;1457;3195;1715;103
-1;9;39;F;4091;4;5;2;5;10;14;39;172;503;1513;1573;251
-1;9;39;T;11577;11;7;5;12;26;60;217;929;1960;4708;3288;354
-1;9;40;M;4010;45;15;8;16;23;64;146;437;788;1506;886;76
-1;9;40;F;3374;24;15;13;13;19;37;35;113;259;1132;1490;224
-1;9;40;T;7384;69;30;21;29;42;101;181;550;1047;2638;2376;300
-1;9;41;M;1139;;;;1;12;33;69;162;246;392;213;11
-1;9;41;F;1010;;;;1;1;9;13;40;106;406;406;28
-1;9;41;T;2149;;;;2;13;42;82;202;352;798;619;39
-1;9;42;M;7551;;2;1;4;108;673;1378;2601;1722;942;118;2
-1;9;42;F;3428;;;;;83;389;676;985;714;475;102;4
-1;9;42;T;10979;;2;1;4;191;1062;2054;3586;2436;1417;220;6
-1;9;43;M;6446;34;9;10;16;85;175;307;796;1246;2425;1276;67
-1;9;43;F;8597;16;9;8;14;31;80;130;419;958;3343;3202;387
-1;9;43;T;15043;50;18;18;30;116;255;437;1215;2204;5768;4478;454
-1;9;44;M;504;1;;;3;2;5;13;27;62;221;162;8
-1;9;44;F;1428;2;;;1;4;4;7;28;77;515;680;110
-1;9;44;T;1932;3;;;4;6;9;20;55;139;736;842;118
-1;9;45;M;127;;;1;;;1;3;17;27;51;27;
-1;9;45;F;519;;;;1;3;1;7;39;92;251;115;10
-1;9;45;T;646;;;1;1;3;2;10;56;119;302;142;10
-1;9;46;M;637;;1;2;2;12;11;22;75;122;277;106;7
-1;9;46;F;1246;;1;2;8;4;12;22;84;176;507;378;52
-1;9;46;T;1883;;2;4;10;16;23;44;159;298;784;484;59
-1;9;47;M;2583;4;3;2;6;12;27;79;202;387;1062;732;67
-1;9;47;F;2621;3;1;;7;7;15;42;117;271;969;1057;132
-1;9;47;T;5204;7;4;2;13;19;42;121;319;658;2031;1789;199
-1;9;48;M;1182;;1;;1;1;2;10;40;132;576;388;31
-1;9;48;F;808;1;;;2;5;12;11;25;70;296;342;44
-1;9;48;T;1990;1;1;;3;6;14;21;65;202;872;730;75
-1;9;49;M;0;;;;;;;;;;;;
-1;9;49;F;69;;;;13;42;14;;;;;;
-1;9;49;T;69;;;;13;42;14;;;;;;
-1;9;50;M;845;842;2;1;;;;;;;;;
-1;9;50;F;551;549;1;1;;;;;;;;;
-1;9;50;T;1396;1391;3;2;;;;;;;;;
-1;9;51;M;117;51;20;13;13;4;2;6;5;3;;;
-1;9;51;F;126;80;11;13;8;2;3;2;4;1;2;;
-1;9;51;T;243;131;31;26;21;6;5;8;9;4;2;;
-1;9;52;M;584;356;58;22;26;24;26;12;23;16;19;2;
-1;9;52;F;445;271;45;15;19;15;11;14;18;14;15;7;1
-1;9;52;T;1029;627;103;37;45;39;37;26;41;30;34;9;1
-1;9;53;M;335;209;25;10;17;11;6;12;15;10;13;7;
-1;9;53;F;300;189;11;14;11;9;7;8;14;13;18;6;
-1;9;53;T;635;398;36;24;28;20;13;20;29;23;31;13;
-1;9;54;M;883;883;;;;;;;;;;;
-1;9;54;F;505;505;;;;;;;;;;;
-1;9;54;T;1388;1388;;;;;;;;;;;
-1;9;55;M;6639;533;58;33;371;648;727;731;1029;831;1101;539;38
-1;9;55;F;5011;426;34;22;139;220;269;268;381;545;1309;1216;182
-1;9;55;T;11650;959;92;55;510;868;996;999;1410;1376;2410;1755;220
-1;9;56;M;6818;46;11;8;29;52;130;206;508;867;2309;2331;321
-1;9;56;F;12105;32;8;3;6;26;36;77;181;518;3150;6321;1747
-1;9;56;T;18923;78;19;11;35;78;166;283;689;1385;5459;8652;2068
-1;9;57;M;7513;11;86;239;2330;1450;973;661;617;517;509;117;3
-1;9;57;F;2798;19;62;158;573;335;313;244;307;295;359;131;2
-1;9;57;T;10311;30;148;397;2903;1785;1286;905;924;812;868;248;5
-1;9;58;M;3615;5;13;23;65;124;154;218;320;392;1161;1042;98
-1;9;58;F;7422;4;9;4;12;17;43;64;141;320;2435;3787;586
-1;9;58;T;11037;9;22;27;77;141;197;282;461;712;3596;4829;684
-1;9;59;M;230;1;3;3;31;47;26;17;28;25;38;11;
-1;9;59;F;167;1;3;4;16;13;10;8;10;23;47;31;1
-1;9;59;T;397;2;6;7;47;60;36;25;38;48;85;42;1
-1;9;60;M;6320;134;139;132;500;546;693;691;930;834;1175;522;24
-1;9;60;F;3715;93;83;65;123;134;186;161;284;422;1119;929;116
-1;9;60;T;10035;227;222;197;623;680;879;852;1214;1256;2294;1451;140
-1;9;61;M;8206;;;28;647;1388;1550;1177;1170;831;1093;316;6
-1;9;61;F;3353;;;6;191;390;518;566;550;514;461;153;4
-1;9;61;T;11559;;;34;838;1778;2068;1743;1720;1345;1554;469;10
-1;9;62;M;327;9;11;12;52;62;66;49;30;17;15;4;
-1;9;62;F;224;11;11;8;25;32;48;26;18;18;19;7;1
-1;9;62;T;551;20;22;20;77;94;114;75;48;35;34;11;1
-1;9;63;M;1296;6;31;34;178;258;244;168;137;94;110;33;3
-1;9;63;F;577;7;20;16;39;70;81;89;61;61;79;53;1
-1;9;63;T;1873;13;51;50;217;328;325;257;198;155;189;86;4
-1;9;64;M;397;;2;2;5;13;23;31;70;102;101;45;3
-1;9;64;F;409;3;;5;5;8;10;19;50;62;146;94;7
-1;9;64;T;806;3;2;7;10;21;33;50;120;164;247;139;10
-1;10;0;M;814;;;;1;10;36;59;131;186;279;106;6
-1;10;0;F;563;;;1;3;2;11;14;43;99;214;166;10
-1;10;0;T;1377;;;1;4;12;47;73;174;285;493;272;16
-1;10;1;M;18;2;3;2;5;2;;;2;2;;;
-1;10;1;F;10;3;2;;2;;1;;;1;;1;
-1;10;1;T;28;5;5;2;7;2;1;;2;3;;1;
-1;10;2;M;1723;2;4;2;56;622;560;253;139;57;25;3;
-1;10;2;F;309;2;8;1;26;122;48;24;31;27;13;7;
-1;10;2;T;2032;4;12;3;82;744;608;277;170;84;38;10;
-1;10;3;M;96;;;;2;8;4;4;21;24;24;9;
-1;10;3;F;52;1;;1;;2;2;1;6;12;19;6;2
-1;10;3;T;148;1;;1;2;10;6;5;27;36;43;15;2
-1;10;4;M;2318;48;18;14;24;43;72;101;245;402;807;515;29
-1;10;4;F;2862;35;18;4;11;19;38;52;151;310;1089;1005;130
-1;10;4;T;5180;83;36;18;35;62;110;153;396;712;1896;1520;159
-1;10;5;M;4903;;;;5;12;307;1012;1790;1039;597;138;3
-1;10;5;F;598;;;;3;5;24;93;139;105;132;87;10
-1;10;5;T;5501;;;;8;17;331;1105;1929;1144;729;225;13
-1;10;6;M;4325;1;;;1;10;165;690;1460;1035;781;176;6
-1;10;6;F;629;;;;1;1;16;49;110;120;194;125;13
-1;10;6;T;4954;1;;;2;11;181;739;1570;1155;975;301;19
-1;10;7;M;4026;;;;1;13;89;258;712;976;1451;509;17
-1;10;7;F;2817;;;;;10;40;95;230;470;1147;785;40
-1;10;7;T;6843;;;;1;23;129;353;942;1446;2598;1294;57
-1;10;8;M;5627;;;1;4;17;77;258;944;1588;2062;652;24
-1;10;8;F;5695;;;;;7;70;208;698;1057;2106;1436;113
-1;10;8;T;11322;;;1;4;24;147;466;1642;2645;4168;2088;137
-1;10;9;M;2263;;;;;7;29;111;436;592;782;291;15
-1;10;9;F;1941;1;;;1;2;32;82;241;365;708;472;37
-1;10;9;T;4204;1;;;1;9;61;193;677;957;1490;763;52
-1;10;10;M;3908;2;3;;2;20;66;254;1115;1284;994;167;1
-1;10;10;F;1313;;4;1;4;8;27;62;173;321;478;217;18
-1;10;10;T;5221;2;7;1;6;28;93;316;1288;1605;1472;384;19
-1;10;11;M;3056;;;;;12;87;254;658;890;922;226;7
-1;10;11;F;2706;;1;;;3;27;94;338;630;1067;516;30
-1;10;11;T;5762;;1;;;15;114;348;996;1520;1989;742;37
-1;10;12;M;21689;1;1;2;3;59;729;2564;6499;6153;4800;849;29
-1;10;12;F;3032;;;1;2;10;104;250;619;762;908;353;23
-1;10;12;T;24721;1;1;3;5;69;833;2814;7118;6915;5708;1202;52
-1;10;13;M;494;;;;8;29;51;66;116;90;100;33;1
-1;10;13;F;446;;;1;6;27;46;38;71;93;98;60;6
-1;10;13;T;940;;;1;14;56;97;104;187;183;198;93;7
-1;10;14;M;145;;;;;2;4;18;34;26;42;18;1
-1;10;14;F;10093;;1;1;4;105;634;1234;2209;2059;2556;1177;113
-1;10;14;T;10238;;1;1;4;107;638;1252;2243;2085;2598;1195;114
-1;10;15;M;0;;;;;;;;;;;;
-1;10;15;F;867;;;;1;39;111;131;180;158;181;63;3
-1;10;15;T;867;;;;1;39;111;131;180;158;181;63;3
-1;10;16;M;0;;;;;;;;;;;;
-1;10;16;F;2389;;;;2;23;91;161;401;543;764;381;23
-1;10;16;T;2389;;;;2;23;91;161;401;543;764;381;23
-1;10;17;M;0;;;;;;;;;;;;
-1;10;17;F;3084;1;;;10;28;124;289;719;725;856;319;13
-1;10;17;T;3084;1;;;10;28;124;289;719;725;856;319;13
-1;10;18;M;9113;;;;;1;4;59;622;1937;4456;1983;51
-1;10;18;F;0;;;;;;;;;;;;
-1;10;18;T;9113;;;;;1;4;59;622;1937;4456;1983;51
-1;10;19;M;1733;;1;;2;7;51;151;391;458;534;136;2
-1;10;19;F;1101;4;4;4;1;4;31;74;165;250;378;181;5
-1;10;19;T;2834;4;5;4;3;11;82;225;556;708;912;317;7
-1;10;20;M;2967;1;1;1;;2;24;141;511;774;1111;393;8
-1;10;20;F;1019;;1;;1;;5;24;82;172;448;266;20
-1;10;20;T;3986;1;2;1;1;2;29;165;593;946;1559;659;28
-1;10;21;M;5268;8;27;65;113;145;230;390;922;1182;1667;499;20
-1;10;21;F;4857;5;21;52;63;93;154;247;575;954;1813;836;44
-1;10;21;T;10125;13;48;117;176;238;384;637;1497;2136;3480;1335;64
-1;10;22;M;14410;5;30;66;129;202;676;1517;3584;3420;3656;1091;34
-1;10;22;F;11447;5;30;55;54;127;308;593;1515;2223;3967;2376;194
-1;10;22;T;25857;10;60;121;183;329;984;2110;5099;5643;7623;3467;228
-1;10;23;M;1948;10;10;14;28;42;68;150;358;445;593;221;9
-1;10;23;F;1921;8;7;27;20;40;40;91;221;321;673;431;42
-1;10;23;T;3869;18;17;41;48;82;108;241;579;766;1266;652;51
-1;10;24;M;1169;12;20;16;14;11;20;41;133;221;427;240;14
-1;10;24;F;1284;10;14;12;13;8;18;32;54;147;434;483;59
-1;10;24;T;2453;22;34;28;27;19;38;73;187;368;861;723;73
-1;10;25;M;2651;1;;3;3;15;57;101;363;578;1063;454;13
-1;10;25;F;3962;;1;;4;11;16;61;239;581;1700;1272;77
-1;10;25;T;6613;1;1;3;7;26;73;162;602;1159;2763;1726;90
-1;10;26;M;2256;34;14;20;20;17;68;106;225;269;765;648;70
-1;10;26;F;4034;20;14;24;14;14;32;42;125;241;1248;1922;338
-1;10;26;T;6290;54;28;44;34;31;100;148;350;510;2013;2570;408
-1;10;27;M;2362;;;;2;100;367;520;723;391;217;42;
-1;10;27;F;586;;;;1;26;85;114;159;105;77;19;
-1;10;27;T;2948;;;;3;126;452;634;882;496;294;61;
-1;10;28;M;243;;;;64;95;22;13;20;13;13;3;
-1;10;28;F;45;;;;17;14;6;2;2;1;1;2;
-1;10;28;T;288;;;;81;109;28;15;22;14;14;5;
-1;10;29;M;2850;;;;5;27;39;30;85;298;1364;954;48
-1;10;29;F;6527;;;3;5;13;29;38;89;322;2501;3146;381
-1;10;29;T;9377;;;3;10;40;68;68;174;620;3865;4100;429
-1;10;30;M;176;36;7;3;4;7;17;16;23;21;37;5;
-1;10;30;F;121;20;2;1;1;2;6;5;13;13;38;17;3
-1;10;30;T;297;56;9;4;5;9;23;21;36;34;75;22;3
-1;10;31;M;5121;54;33;60;131;138;212;267;606;1051;1892;652;25
-1;10;31;F;5635;39;29;47;65;78;117;178;462;853;2302;1376;89
-1;10;31;T;10756;93;62;107;196;216;329;445;1068;1904;4194;2028;114
-1;10;32;M;26989;;;2;7;99;717;1547;4298;6473;10087;3626;133
-1;10;32;F;22901;;;;5;20;88;213;998;2892;10406;7661;618
-1;10;32;T;49890;;;2;12;119;805;1760;5296;9365;20493;11287;751
-1;10;33;M;19180;33;16;17;50;138;366;613;1757;3010;7525;5209;446
-1;10;33;F;27585;32;20;10;20;47;102;152;653;1817;9272;13300;2160
-1;10;33;T;46765;65;36;27;70;185;468;765;2410;4827;16797;18509;2606
-1;10;34;M;20657;9;5;10;57;103;347;663;1899;3586;8919;4799;260
-1;10;34;F;29948;2;3;13;36;81;188;330;887;2534;12258;12337;1279
-1;10;34;T;50605;11;8;23;93;184;535;993;2786;6120;21177;17136;1539
-1;10;35;M;13901;6;3;6;26;65;241;496;1817;2871;5499;2723;148
-1;10;35;F;16998;2;3;5;32;50;137;210;763;1768;6579;6657;792
-1;10;35;T;30899;8;6;11;58;115;378;706;2580;4639;12078;9380;940
-1;10;36;M;450;1;2;1;1;5;6;10;30;64;175;142;13
-1;10;36;F;869;;4;1;2;3;3;6;24;50;257;424;95
-1;10;36;T;1319;1;6;2;3;8;9;16;54;114;432;566;108
-1;10;37;M;5422;20;10;9;21;38;92;144;385;712;2145;1692;154
-1;10;37;F;6246;15;5;7;15;14;25;40;117;326;1991;3104;587
-1;10;37;T;11668;35;15;16;36;52;117;184;502;1038;4136;4796;741
-1;10;38;M;946;2;1;12;23;27;53;67;148;219;284;104;6
-1;10;38;F;1180;;1;6;22;27;44;62;125;169;429;263;32
-1;10;38;T;2126;2;2;18;45;54;97;129;273;388;713;367;38
-1;10;39;M;7861;5;5;8;3;13;52;171;735;1534;3386;1838;111
-1;10;39;F;4657;;3;1;3;8;11;57;210;479;1704;1883;298
-1;10;39;T;12518;5;8;9;6;21;63;228;945;2013;5090;3721;409
-1;10;40;M;4066;36;14;4;11;23;63;123;410;708;1553;1022;99
-1;10;40;F;3811;26;15;2;16;13;32;39;112;308;1219;1702;327
-1;10;40;T;7877;62;29;6;27;36;95;162;522;1016;2772;2724;426
-1;10;41;M;1129;;;;2;5;25;56;141;221;437;233;9
-1;10;41;F;975;;1;;2;4;5;10;60;94;373;396;30
-1;10;41;T;2104;;1;;4;9;30;66;201;315;810;629;39
-1;10;42;M;7193;;;;7;108;653;1325;2446;1596;912;144;2
-1;10;42;F;3241;;;;2;58;351;600;981;640;496;109;4
-1;10;42;T;10434;;;;9;166;1004;1925;3427;2236;1408;253;6
-1;10;43;M;6550;30;9;5;21;59;199;322;848;1218;2451;1307;81
-1;10;43;F;8507;18;13;10;6;26;83;125;361;851;3201;3390;423
-1;10;43;T;15057;48;22;15;27;85;282;447;1209;2069;5652;4697;504
-1;10;44;M;591;;;;;4;10;12;35;76;246;198;10
-1;10;44;F;1438;;;;;1;8;5;20;69;524;702;109
-1;10;44;T;2029;;;;;5;18;17;55;145;770;900;119
-1;10;45;M;123;;;1;2;1;;4;18;28;46;23;
-1;10;45;F;487;;1;1;1;;2;6;36;88;216;126;10
-1;10;45;T;610;;1;2;3;1;2;10;54;116;262;149;10
-1;10;46;M;664;;;1;5;6;13;28;68;128;283;126;6
-1;10;46;F;1274;;;6;9;12;14;13;54;160;472;484;50
-1;10;46;T;1938;;;7;14;18;27;41;122;288;755;610;56
